Sentence,Label
"Prada brand offers men’s and women’s leather goods, clothing and footwear",FASHION
"Prada is one of the world’s leading luxury high fashion brands offering clothes, apparel, luggage and luxury goods manufactured with the finest artisanal techniques, using exquisite materials",FASHION
"Gucci is well known for its distinctive “Double-G” monogram, as well as the iconic Gucci stripe, consisting of two green stripes interrupted by a single red bar",FASHION
I am looking for torn jeans,FASHION
I am looking for t shirt,FASHION
I am looking for checked shirt,FASHION
I am looking for pair of socks,FASHION
I am looking for shoes,FASHION
"let x, y, z;  ",CODING
y = 6;  ,CODING
"document.getElementById(""demo"").innerHTML = ""Hello Dolly."";",CODING
"let person=""Hege"";",CODING
"function myFunction() {
  document.getElementById(""demo1"").innerHTML = ""Hello Dolly!"";
  document.getElementById(""demo2"").innerHTML = ""How are you?"";
}",CODING
// Change heading:,CODING
"document.getElementById(""myH"").innerHTML = ""My First Page"";",CODING
"/*
The code below will change
the heading with id = ""myH""
and the paragraph with id = ""myP""
in my web page:
*/
document.getElementById(""myH"").innerHTML = ""My First Page"";
document.getElementById(""myP"").innerHTML = ""My first paragraph."";",CODING
"/*
document.getElementById(""myH"").innerHTML = ""My First Page"";
document.getElementById(""myP"").innerHTML = ""My first paragraph."";
*/",CODING
"let total = price1 + price2;
Try it Yourself »
",CODING
"{
  let x = 2;
}",CODING
"var x = 10;
// Here x is 10

{
var x = 2;
// Here x is 2
}

// Here x is 2",CODING
"const fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango""];
fruits.sort();",CODING
"const fruits = [""Banana"", ""Orange"", ""Apple"", ""Mango""];
fruits.sort();
fruits.reverse();",CODING
"const points = [40, 100, 1, 5, 25, 10];
points.sort(function(a, b){return b - a});",CODING
"<button onclick=""myFunction2()"">Sort Numerically</button>

<p id=""demo""></p>

<script>
const points = [40, 100, 1, 5, 25, 10];
document.getElementById(""demo"").innerHTML = points;

function myFunction1() {
  points.sort();
  document.getElementById(""demo"").innerHTML = points;
}

function myFunction2() {
  points.sort(function(a, b){return a - b});
  document.getElementById(""demo"").innerHTML = points;
}
</script>",CODING
"const points = [40, 100, 1, 5, 25, 10];

for (let i = points.length -1; i > 0; i--) {
  let j = Math.floor(Math.random() * (i+1));
  let k = points[i];
  points[i] = points[j];
  points[j] = k;
}",CODING
"function myArrayMin(arr) {
  return Math.min.apply(null, arr);
}",CODING
"function myArrayMax(arr) {
  let len = arr.length;
  let max = -Infinity;
  while (len--) {
    if (arr[len] > max) {
      max = arr[len];
    }
  }
  return max;
}",CODING
"const cars = [
  {type:""Volvo"", year:2016},
  {type:""Saab"", year:2001},
  {type:""BMW"", year:2010}
];",CODING
const date = new Date();,CODING
"print(""Hello, World!"")",CODING
"x = 5
y = 10
print(x + y)",CODING
"x = input(""Type a number: "")
y = input(""Type another number: "")

sum = int(x) + int(y)

print(""The sum is: "", sum)",CODING
"def my_function(x):
  return x[::-1]

mytxt = my_function(""I wonder how this text looks like backwards"")

print(mytxt)",CODING
count(),CODING
index(),CODING
import pymongo,CODING
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")

mydb = myclient[""mydatabase""]
Run example »

",CODING
"dblist = myclient.list_database_names()
if ""mydatabase"" in dblist:
  print(""The database exists."")",CODING
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")
mydb = myclient[""mydatabase""]

mycol = mydb[""customers""]
Run example »

",CODING
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")
mydb = myclient[""mydatabase""]
mycol = mydb[""customers""]

mydict = { ""name"": ""John"", ""address"": ""Highway 37"" }

x = mycol.insert_one(mydict)",CODING
"mydict = { ""name"": ""Peter"", ""address"": ""Lowstreet 27"" }

x = mycol.insert_one(mydict)

print(x.inserted_id)
Run example »
",CODING
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")
mydb = myclient[""mydatabase""]
mycol = mydb[""customers""]

mylist = [
  { ""name"": ""Amy"", ""address"": ""Apple st 652""},
  { ""name"": ""Hannah"", ""address"": ""Mountain 21""},
  { ""name"": ""Michael"", ""address"": ""Valley 345""},
  { ""name"": ""Sandy"", ""address"": ""Ocean blvd 2""},
  { ""name"": ""Betty"", ""address"": ""Green Grass 1""},
  { ""name"": ""Richard"", ""address"": ""Sky st 331""},
  { ""name"": ""Susan"", ""address"": ""One way 98""},
  { ""name"": ""Vicky"", ""address"": ""Yellow Garden 2""},
  { ""name"": ""Ben"", ""address"": ""Park Lane 38""},
  { ""name"": ""William"", ""address"": ""Central st 954""},
  { ""name"": ""Chuck"", ""address"": ""Main Road 989""},
  { ""name"": ""Viola"", ""address"": ""Sideway 1633""}
]

x = mycol.insert_many(mylist)

#print list of the _id values of the inserted documents:
print(x.inserted_ids)",CODING
"import pymongo

myclient = pymongo.MongoClient(""mongodb://localhost:27017/"")
mydb = myclient[""mydatabase""]
mycol = mydb[""customers""]

for x in mycol.find():
  print(x)",CODING
"import numpy as np

arr = np.array([3, 2, 0, 1])

print(np.sort(arr))",CODING
"import numpy as np

arr = np.array([[3, 2, 4], [5, 0, 1]])

print(np.sort(arr))",CODING
"import pandas as pd

df = pd.read_csv('data.csv')

print(df.to_string()) ",CODING
 ,CODING
import mysql.connector,CODING
"import mysql.connector

mydb = mysql.connector.connect(
  host=""localhost"",
  user=""yourusername"",
  password=""yourpassword""
)

mycursor = mydb.cursor()

mycursor.execute(""SHOW DATABASES"")

for x in mycursor:
  print(x)",CODING
"import mysql.connector

mydb = mysql.connector.connect(
  host=""localhost"",
  user=""yourusername"",
  password=“yourpassword"",
  database=""mydatabase""
)",CODING
"document.getElementById(""demo"").innerHTML = ""Hello JavaScript"";",CODING
"<script> document.getElementById(""demo"").innerHTML = ""My First JavaScript”;</script>",CODING
"<!DOCTYPE html> <html> <head> <script> function myFunction() { document.getElementById(""demo"").innerHTML = ""Paragraph changed.""; } </script> </head> body> <h2>Demo JavaScript in Head</h2> <p id=""demo"">A Paragraph</p> <button type=""button"" onclick=""myFunction()"">Try it</button> </body> </html>",CODING
"<!DOCTYPE html> <html> <body> <h2>Demo JavaScript in Body</h2> <p id=""demo"">A Paragraph</p> <button type=""button"" onclick=""myFunction()"">Try it</button> <script> function myFunction() { document.getElementById(""demo"").innerHTML = ""Paragraph changed.""; } </script> </body> </html>",CODING
"function myFunction() { document.getElementById(""demo"").innerHTML = ""Paragraph changed.""; }",CODING
"<script src=""/js/myScript.js""></script>",CODING
"<script src=""myScript.js""></script>",CODING
"<html> <body> <h1>My First Web Page</h1> <p>My First Paragraph</p> <p id=""demo""></p> <script> document.getElementById(""demo"").innerHTML = 5 + 6; </script> </body> </html>",CODING
<body> <h1>My First Web Page</h1> <p>My first paragraph.</p> <script> document.write(5 + 6); </script> </body>,CODING
<h1>My First Web Page</h1> <p>My first paragraph.</p>,CODING
"<!DOCTYPE html> <html> <body> <button onclick=""window.print()"">Print this page</button> </body> </html>",CODING
"<!DOCTYPE html> <html> <body> <button onclick=""window.print()"">Print this page</button> </body> </html>",CODING
Rugby is a violent sport,SPORTS
alert(“Hi this is raghul”),CODING
I don't buy many jackets (retired) but i think they are still useful. i had my doubts about this jacket -- like could they really get the trim straight at this price? but they did. the jacket is casual but sophisticated. i got the grey and the color is just as pictured. i will probably wear with dark jeans and i see several creative mashups with things in my closet. i am pleased and i think you will be too!,FASHION
This is a great layering tank that is super comfy! the sale price is a bargain!,FASHION
"Effortless and super cute! i'm currently wearing my blue tunic for the first time with black leggings and booties - i absolutely love the everyday comfort of this piece! a few have mentioned length as being an issue - i'm wearing a regular s (my normal size) at 5'7"" and find the length similar to the model's. the cut on this is perfect - i was worried that it would look like a plaid sack on, but it's a slim cut that looks polished without needing to be belted. this will surely be a go-to for me",FASHION
"I like this top a lot - it's cuter in person than it looks on the model -- it's a little heathered. it definitely fits slimmer one me than on the model, and i'm pretty small on top.

overall, nice to see a reasonably priced basic t on the retailer site",FASHION
"Love, love these jeans. being short they come right to my ankle. super soft and don?t require any hemming. i ordered my typical jean size of 26 and they fit like a glove. would love to have these in black and grey.",FASHION
These tights are perfect. they seem like they will last a couple seasons with minimal wear. just the slightest texture and not shiny. i got the beige/brown to layer with dresses/skirts and boots. love.,FASHION
"I was walking by my local retailer and saw this in the window and loved the colors. it's a great combination and looks good with white jeans, and regular denim. i like the cuffs on the sleeves and the textured material. it is a kimono - so in essence it is not form fitting. it's meant to flow over whatever else you have on. i purchased the xs/s and i am a normal size 2 and it looks cute. i got lots of compliments when i wore it! there are slits on either side at the bottom hem as well which allow",FASHION
"This shirts dresses up anything-tights, jeans or a skirt. love the color and the length",FASHION
I got size 2p. it comes down a little over my knee cap and i wish it was rather a little above it. i have a small chest about 32b and with a padded push up bra it was still bit loose on the top. i do have a shorter torso. i feel like i could've gone with the 0 petite. i'm a pear shape and more like a size 4 on the bottom and i weigh about 115lbs- there is tons of room to go smaller - it is not form fitting on the bottom at all. has that slight polyester feel but the fabric is beautiful and thick,FASHION
"I was surprised how great this blouse looks on! the color and texture are awesome.... very well made, but runs a tad small. this will be my new go to when i open my closet!",FASHION
"Love this top, super soft and drapes great, even after washing. it is pretty long and loose, but it is so comfy and cute to wear with jeans or even joggers!",FASHION
"Love these tanks so much i have them in every color. i wear them layered under blouses, thermals, henleys, blazers, etc. i'm typically and extra small but the small fits perfectly.",FASHION
These jeans are so comfortable. they are well-made. they are the perfect pair of jeans. the only thing i do not love is they stretch out a little bit after wearing. i am going to order these again in the next smaller size.,FASHION
Comfortable and soft are two of my favorite words when it comes to clothes. this shirt meets both requirement. it is a great length and can be casual and dressed up. must have for fall and winter.,FASHION
"This shirt spoke to me, as soon as i entered the store! i love the colorful plaid, the flattering cut, and the light, airy material. at very least, i think this will be a three-season go to!",FASHION
"This is the softest, most perfectly cut basic. love the black, wish the white was a true white or ivory instead of heathered. as usual with retailer basics, i prefer the regular length despite being petite with a short torso.",FASHION
"This product is just what i wanted. it was a great color and nice quality for the price. it is tighter than the model, but i am curvy and that's usually the case. looks cute with a patterned pant and jewelry!",FASHION
"The shirt is amazing in the photo..but when it arrived in the package to my house, it is sooooo dark that you can't see the patchwork. not happy. going to return it. it was a holiday gift.",FASHION
"Bought this shirt in red in my usual size small. it is so comfortable and easy to wear. i am 5' 8.5"" tall and it fall on me similar to the model in the picture. not sure if i can wear with leggings--may be too short in front. i'm looking forward to layering it under sweaters and sweater vests for a pop of color.",FASHION
"I am giving it five stars because the colors and design are so beautiful. but i am a medium, size 6 around 5' 8, and i chose the m/l, which is just too big. i also found a run in the fabric, which is very loose and knit-like in places. but i don't care, i am exchanging for another one in small.",FASHION
"d = {'UK': 0, 'USA': 1, 'N': 2}
df['Nationality'] = df['Nationality'].map(d)
d = {'YES': 1, 'NO': 0}
df['Go'] = df['Go'].map(d)

print(df)",CODING
"import pandas from sklearn import tree from sklearn.tree import DecisionTreeClassifier import matplotlib.pyplot as plt df = pandas.read_csv(""data.csv"") d = {'UK': 0, 'USA': 1, 'N': 2} df['Nationality'] = df['Nationality'].map(d) d = {'YES': 1, 'NO': 0} df['Go'] = df['Go'].map(d) features = ['Age', 'Experience', 'Rank', 'Nationality'] X = df[features] y = df['Go'] dtree = DecisionTreeClassifier() dtree = dtree.fit(X, y) tree.plot_tree(dtree, feature_names=features)",CODING
"print(dtree.predict([[40, 10, 7, 1]]))",CODING
import pandas as pd cars = pd.read_csv('data.csv') print(cars.to_string()),CODING
"#include <stdio.h> int main() { printf(""Hello World!""); return 0; }",CODING
"enum Level { LOW = 5, MEDIUM, // Now 6 HIGH // Now 7 };",CODING
"enum Level {
  LOW = 1,
  MEDIUM,
  HIGH
};

int main() {
  enum Level myVar = MEDIUM;

  switch (myVar) {
    case 1:
      printf(""Low Level"");
      break;
    case 2:
      printf(""Medium level"");
      break;
    case 3:
      printf(""High level"");
      break;
  }
  return 0;
}",CODING
"int sum(int k);

int main() {
  int result = sum(10);
  printf(""%d"", result);
  return 0;
}

int sum(int k) {
  if (k > 0) {
    return k + sum(k - 1);
  } else {
    return 0;
  }
}",CODING
"int myNumbers[] = {25, 50, 75, 100};",CODING
"int myNumbers[] = {25, 50, 75, 100};
int i;

for (i = 0; i < 4; i++) {
  printf(""%d\n"", myNumbers[i]);
}",CODING
"// Declare an array of four integers:
int myNumbers[4];

// Add elements
myNumbers[0] = 25;
myNumbers[1] = 50;
myNumbers[2] = 75;
myNumbers[3] = 100;",CODING
"int i;

for (i = 0; i < 10; i++) {
  if (i == 4) {
    break;
  }
  printf(""%d\n"", i);
}",CODING
"int i = 0;

while (i < 10) {
  if (i == 4) {
    i++;
    continue;
  }
  printf(""%d\n"", i);
  i++;
}",CODING
"<?php
$x = 5985;
var_dump(is_int($x));

$x = 59.85;
var_dump(is_int($x));
?>",CODING
"<?php
$x = 10.365;
var_dump(is_float($x));
?>",CODING
"switch (n) {
  case label1:
    code to be executed if n=label1;
    break;
  case label2:
    code to be executed if n=label2;
    break;
  case label3:
    code to be executed if n=label3;
    break;
    ...
  default:
    code to be executed if n is different from all labels;
}",CODING
"<?php
$favcolor = ""red"";

switch ($favcolor) {
  case ""red"":
    echo ""Your favorite color is red!"";
    break;
  case ""blue"":
    echo ""Your favorite color is blue!"";
    break;
  case ""green"":
    echo ""Your favorite color is green!"";
    break;
  default:
    echo ""Your favorite color is neither red, blue, nor green!"";
}
?>",CODING
"<?php
// define variables and set to empty values
$nameErr = $emailErr = $genderErr = $websiteErr = """";
$name = $email = $gender = $comment = $website = """";

if ($_SERVER[""REQUEST_METHOD""] == ""POST"") {
  if (empty($_POST[""name""])) {
    $nameErr = ""Name is required"";
  } else {
    $name = test_input($_POST[""name""]);
  }

  if (empty($_POST[""email""])) {
    $emailErr = ""Email is required"";
  } else {
    $email = test_input($_POST[""email""]);
  }

  if (empty($_POST[""website""])) {
    $website = """";
  } else {
    $website = test_input($_POST[""website""]);
  }

  if (empty($_POST[""comment""])) {
    $comment = """";
  } else {
    $comment = test_input($_POST[""comment""]);
  }

  if (empty($_POST[""gender""])) {
    $genderErr = ""Gender is required"";
  } else {
    $gender = test_input($_POST[""gender""]);
  }
}
?>",CODING
"<html>
<body>

<form action=""welcome.php"" method=""post"">
Name: <input type=""text"" name=""name""><br>
E-mail: <input type=""text"" name=""email""><br>
<input type=""submit"">
</form>

</body>
</html>",CODING
Make a travel budget.,TRAVEL
Create a travel playlist,TRAVEL
Create an Itinerary for a 5-day trip to Bali.Make sure to include the most beautiful yet safe places I can explore. Include a moderate amount of things to do since I also want some time to relax.,TRAVEL
"Based on the trip you created, what will be the total expense of traveling around and just enjoying myself for just one person? Exclude hotel and flights.",TRAVEL
Book Flights and Hotels,TRAVEL
Export Your Travel Plan from ChatGPT,TRAVEL
Generate a 7-day itinerary for a cultural trip to Rome.,TRAVEL
Plan a trip to Kerla.,TRAVEL
Suggest a packing list for a two-week hiking trip in the Rockies,TRAVEL
Describe the local cuisine of Bangkok and suggest dishes to try,TRAVEL
Provide tips for sustainable travel in Costa Rica,TRAVEL
Suggest a budget-friendly itinerary for a 3-day trip to Dubai.,TRAVEL
Plan a trip to Ladak,TRAVEL
Plan a trip to Himachal Pradesh,TRAVEL
Plan a trip to Kullu manali,TRAVEL
Plan a trip to Switzerland,TRAVEL
Plan a trip to Rajasthan,TRAVEL
Plan a trip to Chennai,TRAVEL
Can you recommend some unusual museums in London,TRAVEL
What are some underrated architectural marvels in India worth visiting,TRAVEL
How can I create a budget-friendly itinerary for a week in Spain,TRAVEL
It's always going to be one 'Universe Boss': Chris Gayle,FOOTBALL
What crisis? Man United gets morale-boosting 2-1 win over Chelsea. City lose,FOOTBALL
Gordon Banks denied Pele with that famous save at the 1970 World Cup,FOOTBALL
Paul Gascoigne's superb free-kick against Arsenal was greeted with superb commentary,FOOTBALL
Wimbledon beat Liverpool in the 1988 FA Cup final,FOOTBALL
"The greatest moment in the history of English football, Bobby Moore lifting aloft the World Cup trophy on home soil after a thrilling final victory over arch-rivals West Germany at Wemble",FOOTBALL
Paul Gascoigne FA Cup semi-final free-kick,FOOTBALL
Arguably the greatest game in Premier League history and certainly the greatest title collapse,FOOTBALL
"The crowning moment in the Sir Alex Ferguson dynasty at Old Trafford, Manchester United",FOOTBALL
Goal Bafana Bafana! Goal for South Africa! Goal for all Africa,FOOTBALL
"The Spanish forward rounded Victor Valdes in stoppage time, rolling into the open goal to seal Chelsea",FOOTBALL
Manchester City are still alive here. Balotelli…Agueroooooooooooooooo!!!! I swear you’ll never see anything like this ever again,FOOTBALL
"Roma have risen from their ruins! Manolas, the Greek God in Rome! The unthinkable unfolds before our eyes! This was not meant to happen! This could not happen! THIS IS HAPPENING",FOOTBALL
All-time Chelsea v Man United Premier League XI,FOOTBALL
Manchester United face Chelsea tonight in a Premier League fixture at Old Trafford,FOOTBALL
Diego Maradona’s ‘Hand of ‘God’ Goal,FOOTBALL
Pele Greets Ronaldo After Brazil’s 2002 World Cup Win,FOOTBALL
lex Ferguson Hugs Ronaldo after EuroCup 2016,FOOTBALL
"Messi’s journey towards greatness commenced on the back of a goal from the then rising star, as he celebrated by hopping on teammate Ronaldinho’s back",FOOTBALL
Ronaldinho Invited for Barcelona Team Photo,FOOTBALL
Messi Cries after Losing The Copa America Final,FOOTBALL
Zlatan Ibrahimovic’s Bicycle Kick against England,FOOTBALL
Manchester City’s Sergio Aguero Scores Last Minute,FOOTBALL
John Terry’s Penalty Slip against Manchester United,FOOTBALL
World Cup stunning moments: Germany humiliate Brazil 7-1,FOOTBALL
"19 years ago today, Cristiano Ronaldo scored his first goal for Portugal against Greece at the Euro 2004.",FOOTBALL
Ronaldo led his side to a place at the 2014 World Cup after scoring four goals against Sweden in a two-legged playoff,FOOTBALL
"The Swedish forward did his bit scoring two goals in the second leg, but ultimately it was Ronaldo who triumphed, securing a 4-2 win on aggregate",FOOTBALL
"His final goal, which brought the game level at 3-3 in the 88th minute, was a sumptuous trademark Ronaldo free kick",FOOTBALL
Messi and Mbappe trade blows in epic Final,FOOTBALL
"Lionel Messi and Kylian Mbappe both enjoyed a terrific World Cup and headed into the showpiece match neck-and-neck for the adidas Golden Boot, but only one could come out on top",FOOTBALL
"Messi then appeared to have won it when he prodded home a loose ball in the 108th minute, but Mbappe picked himself up off the canvas to tuck home another penalty.",FOOTBALL
Mbappe despatched his own penalty with ten minutes to go to give Les Bleus hope.,FOOTBALL
You are the manager of your favourite football team. Create a game plan on how they can win their next game.,FOOTBALL
Write a fan letter to your favourite football player. What would you want to ask them,FOOTBALL
List in detail 3 reasons why you love your favourite football team,FOOTBALL
